132, 158780
132, 235458
133, 257194
133, 294881
134, 229582
135, 44824
135, 234986
137, 145507
139, 26769
139, 62991
139, 64522
141, 23457
141, 69755
142, 101855
142, 159682
143, 53214
144, 141267
144, 195405
144, 229434
145, 148959
147, 46271
147, 88856
148, 67631
150, 168412
150, 274379
152, 13107
152, 144397
153, 55136
153, 211740
153, 254427
154, 80234
154, 84367
155, 55277
155, 96476
156, 37563
156, 77361
156, 168363
156, 193545
156, 264012
157, 166164
160, 88983
161, 183386
161, 246633
162, 50595
162, 299014
163, 6195
163, 7841
163, 104209
163, 271482
166, 251535
170, 114705
170, 210221
172, 285940
173, 50625
173, 103722
174, 193748
174, 237660
175, 214945
176, 35473
176, 108900
176, 143399
176, 246633
177, 6900
178, 42168
178, 145910
179, 240140
180, 58520
180, 79013
181, 141997
181, 207412
181, 282116
183, 196319
184, 5254
184, 231472
186, 47979
186, 275373
187, 215613
187, 230324
187, 262801
188, 229970
189, 103214
189, 144022
190, 152184
190, 208817
190, 298981
191, 64901
191, 126347
193, 120409
193, 205124
194, 11068
195, 149914
195, 248241
196, 33669
196, 251223
197, 60048
197, 241743
198, 17938
198, 125639
198, 130785
198, 184199
198, 249694
203, 207682
203, 247522
204, 32686
206, 53376
207, 298221
209, 123156
210, 80183
211, 243453
213, 296280
215, 192039
215, 238316
216, 52995
217, 48838
217, 99469
217, 191999
218, 292809
219, 98941
220, 232156
222, 236773
224, 69350
224, 70412
224, 109495
224, 115845
226, 85499
229, 82867
229, 98371
231, 156771
232, 295944
233, 141756
233, 183188
234, 137137
234, 222076
234, 230626
236, 166449
236, 177915
236, 288329
237, 49411
237, 208713
238, 158968
239, 95869
240, 105796
240, 209424
241, 52423
241, 214694
241, 289094
243, 107371
243, 212094
243, 245389
243, 245591
245, 70851
245, 228868
245, 277142
247, 277623
247, 295443
249, 55814
249, 117163
249, 130139
251, 159478
252, 126157
252, 155797
252, 170119
252, 286897
253, 36155
253, 99998
253, 262049
256, 42834
256, 124089
257, 112630
257, 200591
257, 203005
258, 10732
258, 87517
259, 16693
259, 47108
259, 184066
260, 183210
261, 213110
261, 285259
262, 48793
262, 80457
262, 151016
264, 91923
265, 4679
265, 160532
265, 171115
265, 296997
266, 74993
266, 137339
267, 203776
269, 233748
269, 258890
269, 277926
270, 74537
270, 214335
271, 39435
271, 276810
272, 49290
273, 98283
273, 276757
277, 4526
278, 43771
278, 232989
279, 125201
279, 214917
280, 200854
280, 222503
281, 198602
282, 16433
283, 127925
284, 53081
284, 116064
284, 130909
285, 198696
285, 243528
286, 32850
286, 68400
286, 257451
286, 269665
287, 171356
288, 67323
288, 242700
289, 9118
290, 149902
291, 134567
292, 15804
295, 180219
295, 219945
295, 257127
295, 262055
295, 283175
295, 289887
295, 297376
296, 11259
296, 189374
297, 103662
297, 155191
298, 125547
298, 216303
299, 183955
300, 190205
301, 229137
302, 177031
302, 223288
303, 67853
305, 192928
305, 277700
306, 58750
307, 141608
307, 194164
310, 195920
311, 154339
311, 193801
314, 117589
315, 181604
316, 89984
317, 277033
318, 118037
319, 44570
319, 73562
319, 262512
320, 86389
320, 132497
320, 141405
321, 165601
321, 172965
323, 34684
323, 142615
324, 11214
324, 214829
325, 232211
326, 95583
326, 153133
327, 3462
327, 199588
328, 248224
330, 186033
330, 246240
331, 46892
332, 77833
332, 160198
335, 106205
335, 204426
335, 273726
336, 219357
337, 785
337, 100371
338, 17551
340, 9286
340, 63095
340, 124802
341, 85853
342, 1736
342, 118096
343, 26390
344, 50595
345, 20298
346, 56335
346, 124066
346, 190942
346, 195810
346, 240390
347, 112612
347, 247466
347, 256312
348, 100360
348, 194300
349, 291409
351, 24870
351, 255868
351, 296735
352, 29190
352, 91659
352, 112549
352, 208789
354, 108186
355, 270699
356, 26980
356, 61004
357, 142513
358, 6156
358, 124042
358, 291607
359, 45046
360, 88377
362, 776
362, 293191
363, 39369
363, 58196
363, 61819
363, 100912
364, 20164
364, 39815
364, 289832
366, 216910
367, 37141
368, 45708
368, 163118
369, 55008
370, 154591
373, 35798
373, 244297
374, 13216
374, 221427
375, 232221
375, 252734
377, 28757
377, 254340
378, 39372
379, 50627
379, 186489
380, 245109
381, 80468
382, 97121
382, 233315
382, 277374
382, 291709
383, 13570
383, 39666
383, 57531
383, 217257
386, 76706
387, 119475
387, 211981
387, 251394
389, 91950
389, 234164
390, 22733
390, 216429
392, 121
392, 97792
392, 293815
393, 171579
393, 183467
395, 111122
397, 184977
401, 150199
403, 21524
404, 114643
405, 30643
405, 101592
406, 209109
407, 193185
407, 234119
408, 7613
408, 172860
408, 178450
408, 223053
408, 234373
409, 148719
409, 208481
409, 234164
410, 62859
410, 273978
410, 275704
412, 141680
412, 149988
413, 100296
416, 23514
418, 5497
418, 253147
419, 122229
419, 180277
422, 275692
423, 193295
424, 247218
425, 32196
425, 64382
426, 223650
427, 71682
427, 134445
427, 148665
427, 268594
431, 17051
431, 140158
435, 203353
436, 55860
437, 275662
439, 215644
440, 81291
440, 294244
441, 147348
443, 98780
443, 108262
443, 248188
444, 124497
446, 85909
446, 183354
448, 113584
449, 156485
449, 180217
449, 222184
450, 46005
450, 199095
452, 77063
453, 6900
453, 42724
454, 83074
454, 282186
455, 165270
455, 173098
455, 257002
457, 265060
458, 51666
459, 98621
460, 153682
460, 249151
461, 169558
461, 260366
463, 48733
466, 53517
466, 257342
467, 125795
467, 164428
467, 170450
467, 205043
467, 267343
468, 46005
468, 60599
468, 150277
468, 161172
469, 111245
469, 178442
469, 240601
470, 236393
471, 28609
472, 34592
473, 17865
474, 34064
475, 232202
476, 161925
477, 51710
478, 46764
479, 129321
480, 117324
480, 287427
481, 82844
481, 159621
481, 231243
482, 199594
483, 49176
483, 115467
484, 116581
486, 137333
486, 170070
486, 215485
486, 273085
487, 78584
487, 199277
488, 14713
490, 98889
490, 248039
491, 296831
492, 273539
493, 26713
493, 143414
493, 288894
494, 252615
495, 44599
498, 152034
498, 207872
498, 267851
499, 10016
501, 261338
505, 242504
507, 172725
507, 199079
508, 33486
508, 53777
508, 102626
509, 140508
510, 76596
510, 262834
511, 244893
513, 41065
514, 109218
514, 173463
515, 35790
515, 158095
516, 196764
516, 280612
517, 49378
517, 58957
518, 111119
519, 34047
519, 172977
520, 215978
520, 282272
521, 64596
521, 129346
522, 129934
522, 152820
522, 179950
523, 33165
524, 95129
526, 168028
528, 18383
528, 124857
528, 252659
530, 152034
530, 180127
530, 293220
531, 46583
531, 120636
531, 215116
532, 49388
532, 119338
532, 229517
533, 57727
533, 89500
533, 258575
537, 124605
537, 128170
537, 164689
537, 253465
539, 9195
539, 21988
539, 37898
540, 242929
541, 41600
542, 100002
543, 60673
543, 205027
544, 164086
544, 166318
544, 207260
545, 46260
545, 273412
547, 274893
548, 128454
548, 276044
550, 235853
551, 15286
551, 188224
551, 204523
551, 240866
552, 32355
552, 243459
553, 27593
553, 69530
555, 98105
555, 126664
556, 190462
556, 222757
557, 27756
557, 187161
558, 131070
558, 221370
559, 103021
562, 13843
562, 37168
562, 58036
562, 147566
562, 189285
563, 89603
563, 204499
564, 166041
564, 208713
564, 226345
565, 30501
565, 84922
566, 228168
569, 63461
570, 72909
572, 162397
572, 191741
572, 278496
576, 133508
578, 105407
579, 72782
579, 109831
579, 245319
580, 154089
580, 237065
581, 244089
582, 85660
582, 234225
583, 47142
586, 48227
587, 170418
588, 11708
588, 15171
589, 233348
590, 6195
590, 141914
590, 179794
590, 187441
593, 55068
595, 256312
595, 293819
597, 39933
598, 161656
600, 46123
601, 296502
602, 59157
603, 46764
603, 99601
603, 224913
603, 251754
604, 15107
604, 149643
607, 19162
607, 25519
607, 100424
608, 107932
609, 41951
610, 287813
613, 277541
614, 58724
614, 245003
614, 246633
615, 259745
615, 292936
616, 60599
617, 250764
618, 15189
619, 203672
621, 18344
621, 21458
621, 207955
622, 195585
623, 52064
623, 280016
624, 10666
624, 103482
624, 200600
624, 273951
625, 202761
626, 279
626, 39227
626, 194248
626, 243748
628, 251078
629, 222232
631, 159092
634, 98747
634, 223757
634, 293059
636, 18086
636, 26859
636, 44043
636, 145371
637, 263931
637, 279039
638, 136306
638, 148412
638, 156771
638, 201439
638, 206787
639, 95643
639, 241466
640, 122017
640, 186601
640, 292412
641, 10366
641, 169927
645, 9672
646, 43095
646, 49373
648, 74919
648, 293806
649, 73061
649, 104374
649, 232560
651, 73659
651, 150081
651, 215733
652, 281483
653, 7069
653, 211199
653, 252215
654, 139788
654, 228292
655, 55277
656, 151050
657, 58574
659, 116247
660, 106710
660, 295281
661, 191563
663, 115580
663, 219030
664, 73001
666, 218971
668, 30100
668, 211389
669, 21457
669, 161155
670, 9212
670, 74293
670, 84287
670, 184248
672, 280195
673, 101382
674, 117968
676, 49143
676, 52634
676, 53040
677, 11531
677, 79446
677, 84495
677, 94604
679, 79254
679, 194166
680, 54662
680, 242834
681, 36818
681, 161306
683, 500
683, 27768
683, 91815
683, 216943
685, 5795
685, 31206
685, 97792
685, 109894
686, 95101
686, 209012
686, 275174
688, 54351
689, 266570
689, 273914
690, 37235
690, 193122
691, 199025
693, 16693
696, 198767
696, 231509
697, 22239
697, 173921
698, 210284
698, 218556
698, 218848
700, 36244
701, 102143
701, 233501
702, 205233
702, 214393
702, 258211
704, 7431
704, 53937
706, 101068
706, 147254
706, 157307
706, 291302
707, 81093
708, 97963
708, 290873
709, 22048
709, 217311
712, 100649
712, 265559
713, 142418
715, 73721
716, 72190
718, 23605
718, 140027
719, 254781
719, 264400
719, 267020
721, 193546
721, 197865
722, 179695
723, 52993
723, 172640
724, 16819
724, 130025
725, 38930
726, 196616
726, 291021
727, 8280
728, 163259
729, 275421
730, 34334
730, 147230
730, 147998
730, 163501
731, 153246
731, 209196
731, 260079
731, 278309
732, 95737
733, 162236
734, 59539
734, 126141
734, 215484
736, 124561
736, 290955
738, 68198
740, 54500
740, 263362
742, 180005
742, 279493
744, 31476
744, 86297
745, 6205
745, 222174
745, 265495
746, 218812
747, 273371
748, 165770
749, 104307
749, 108479
749, 212334
750, 3236
750, 89416
751, 265200
751, 266707
752, 226430
753, 2500
753, 12147
753, 45665
753, 78427
753, 87142
753, 111177
754, 8040
755, 18087
755, 97933
756, 34878
757, 1473
757, 23983
757, 141961
757, 215602
758, 208211
759, 20186
760, 120893
760, 273509
761, 87401
762, 67746
762, 92435
763, 2132
763, 16741
764, 281779
765, 69131
765, 134996
765, 246612
767, 213267
768, 35959
768, 264235
769, 107121
770, 78975
770, 165356
772, 31908
772, 114295
773, 227864
774, 55981
775, 218008
777, 140500
781, 100122
782, 179471
783, 256501
785, 47246
785, 224209
786, 103177
787, 58451
788, 47987
788, 207726
790, 294365
791, 120248
794, 191564
795, 105476
798, 18444
801, 180245
801, 214668
802, 120886
803, 174708
804, 24748
804, 60673
805, 190462
805, 201407
807, 12186
807, 127780
809, 80508
810, 118435
810, 161683
811, 4421
811, 158721
811, 172386
811, 208887
813, 106222
813, 243393
815, 733
815, 267079
816, 69483
816, 73935
817, 193849
817, 196343
817, 232535
818, 64315
820, 246920
821, 86208
822, 8608
822, 119604
822, 254894
823, 15369
823, 24308
824, 207537
825, 41138
825, 45449
825, 123790
825, 138208
826, 51455
826, 276409
828, 10542
828, 113691
828, 142058
829, 153649
829, 260146
831, 85993
831, 148567
832, 164530
833, 147415
833, 271204
834, 66515
836, 64598
836, 189141
838, 14161
838, 38854
838, 89842
839, 145203
839, 190210
840, 153235
842, 32815
843, 231619
844, 194358
844, 294291
845, 121402
846, 75786
846, 81758
846, 115707
846, 186095
847, 216052
847, 263603
849, 134063
851, 67578
851, 112761
851, 170342
852, 121203
853, 225695
854, 59507
854, 163897
855, 44288
855, 103449
856, 139018
857, 16805
858, 222632
859, 138734
861, 147651
862, 37168
862, 66746
863, 117331
863, 289452
864, 31634
865, 133450
866, 124527
867, 132880
867, 234980
868, 252352
868, 260614
869, 290592
870, 44733
872, 63588
873, 134602
874, 80629
875, 99109
876, 254629
877, 130207
878, 26567
878, 59573
878, 124089
880, 88486
884, 46232
884, 72935
885, 87060
885, 235447
887, 15416
888, 227846
889, 12911
889, 210284
890, 132015
890, 173020
891, 109243
892, 94098
892, 156777
892, 223176
893, 267796
896, 111245
896, 295216
897, 49489
897, 139360
897, 251483
898, 260043
899, 182235
900, 244277
900, 259846
901, 113135
901, 247081
902, 100707
902, 103459
903, 242008
903, 245946
903, 268715
904, 198606
905, 173471
905, 189664
906, 61004
906, 251328
907, 97852
908, 67001
911, 2521
911, 92036
912, 223672
915, 114040
915, 205313
915, 206627
916, 62415
916, 68353
918, 122447
918, 130434
919, 49711
919, 162299
920, 226553
920, 252143
920, 294881
922, 231461
923, 54176
923, 140208
925, 160231
925, 227386
927, 27656
928, 160046
929, 50968
930, 108950
930, 207864
931, 13704
931, 196938
931, 222698
931, 257619
933, 279943
934, 101535
934, 148732
934, 171598
935, 19617
935, 159065
936, 5030
936, 78427
938, 13026
940, 51904
940, 64286
940, 186258
941, 151421
942, 212324
942, 280320
943, 287858
945, 62128
945, 151456
948, 51289
948, 160692
950, 119019
951, 261248
952, 198506
953, 46552
953, 257060
954, 21888
954, 27837
954, 77321
954, 97933
958, 240419
959, 70032
959, 197729
959, 220942
960, 49680
960, 141799
962, 79345
963, 28084
963, 104402
964, 10066
966, 129651
966, 292325
967, 26880
968, 245135
969, 187174
969, 245362
970, 226627
971, 114673
972, 17339
973, 7866
973, 262808
974, 27302
975, 214393
977, 94932
977, 161864
977, 190262
977, 255420
978, 217317
978, 250450
979, 61840
980, 141578
980, 154897
982, 219686
983, 11627
983, 268202
984, 20906
985, 148665
985, 174003
986, 70137
986, 77526
987, 148556
987, 265469
988, 48323
988, 77685
989, 50739
989, 61752
989, 161889
990, 19842
991, 238493
992, 256697
994, 186095
995, 293432
996, 94117
997, 268744
1000, 38432
1001, 95468
1001, 125795
1001, 194683
1001, 247528
1003, 46591
1003, 56091
1003, 76415
1004, 275981
1005, 20037
1006, 91863
1007, 171798
1007, 192118
1008, 186863
1008, 262789
1010, 279519
1011, 208291
1012, 185966
1013, 46718
1013, 72753
1014, 277982
1016, 269999
1019, 64264
1019, 143623
1019, 264286
1022, 147104
1022, 289537
1023, 108690
1027, 148476
1028, 27769
1028, 176561
1029, 288216
1031, 11333
1031, 223053
1031, 233138
1032, 36612
1034, 58126
1036, 208962
1038, 94901
1038, 229260
1039, 243340
1040, 33844
1040, 64006
1041, 224522
1041, 229313
1041, 252745
1041, 263540
1041, 265349
1042, 190068
1043, 43762
1045, 171419
1045, 231168
1046, 194683
1046, 257183
1047, 36187
1047, 62207
1047, 74586
1047, 88096
1047, 199064
1048, 38147
1048, 173674
1048, 195881
1048, 238432
1051, 95023
1051, 161133
1051, 179817
1051, 266140
1051, 271797
1052, 8213
1054, 178497
1055, 253029
1057, 6999
1057, 41527
1057, 243755
1058, 257349
1059, 78556
1059, 101582
1059, 247350
1060, 57022
1060, 236095
1060, 295390
1064, 212138
1064, 233323
1065, 294706
1066, 278518
1067, 283654
1068, 43192
1068, 99835
1068, 247332
1068, 247551
1069, 187921
1070, 8440
1070, 195003
1070, 234415
1071, 69490
1072, 218571
1073, 90368
1073, 232989
1075, 141608
1075, 154559
1076, 62447
1076, 251972
1077, 145863
1079, 35144
1079, 194049
1079, 226394
1080, 292456
1081, 122131
1081, 284741
1082, 42550
1082, 286510
1084, 31669
1084, 56146
1084, 72983
1085, 65217
1086, 139788
1086, 196256
1086, 210327
1086, 211323
1087, 273466
1088, 25519
1088, 161365
1089, 53975
1091, 84163
1091, 176498
1091, 231880
1091, 254087
1091, 254824
1092, 228112
1093, 257177
1096, 179204
1096, 231698
1097, 156972
1097, 182042
1098, 47374
1099, 172909
1101, 188240
1101, 234962
1101, 275723
1102, 52072
1102, 80339
1102, 136921
1103, 75384
1103, 201056
1107, 31886
1107, 156509
1110, 113662
1111, 182175
1112, 85626
1112, 253001
1113, 36963
1113, 242659
1117, 60545
1117, 174524
1117, 227215
1119, 93127
1120, 102125
1122, 73569
1124, 67624
1125, 231748
1126, 952
1126, 40683
1126, 178483
1126, 180867
1128, 43427
1128, 147996
1129, 21646
1129, 145707
1129, 222662
1130, 76955
1131, 7243
1131, 248140
1132, 185008
1134, 177210
1135, 78764
1135, 105900
1136, 66930
1137, 58480
1137, 91876
1137, 196885
1138, 59953
1138, 60599
1138, 197843
1140, 140363
1141, 106866
1141, 276881
1142, 197512
1143, 272586
1144, 9142
1144, 182746
1146, 172484
1146, 188521
1146, 244825
1147, 34940
1147, 243523
1148, 111740
1149, 20536
1149, 233951
1150, 15204
1150, 168836
1151, 8060
1152, 143111
1153, 28291
1153, 121268
1154, 47163
1155, 51842
1156, 145008
1158, 289102
1159, 95147
1162, 215733
1163, 39770
1166, 155982
1166, 215340
1168, 145145
1169, 73114
1171, 163651
1172, 209520
1172, 294837
1173, 216957
1174, 12291
1174, 102547
1175, 36909
1175, 145182
1175, 233323
1176, 116152
1178, 138690
1178, 290117
1179, 275570
1180, 221458
1181, 94928
1181, 259179
1183, 64903
1183, 160198
1183, 254839
1184, 16433
1185, 62069
1185, 148442
1186, 143111
1186, 293268
1187, 170032
1187, 171143
1187, 205740
1188, 208887
1190, 119823
1190, 157420
1191, 292345
1194, 142041
1195, 115513
1196, 24722
1196, 28767
1196, 229420
1198, 112357
1200, 18427
1200, 130606
1201, 120116
1201, 251417
1203, 75797
1203, 94881
1205, 101144
1206, 65417
1207, 110090
1207, 191955
1208, 8364
1208, 106776
1209, 46753
1210, 275534
1213, 186925
1213, 215449
1213, 261465
1214, 30950
1214, 95969
1214, 221964
1216, 160532
1217, 204304
1218, 7621
1218, 47014
1218, 229876
1218, 293509
1219, 1741
1220, 192998
1220, 261028
1221, 39928
1225, 147586
1227, 57498
1227, 145713
1227, 260205
1227, 262813
1228, 194553
1229, 67853
1229, 109633
1229, 218719
1230, 272669
1231, 181354
1232, 214431
1234, 224678
1234, 260529
1235, 124665
1235, 238028
1236, 156238
1237, 94414
1237, 154680
1237, 210656
1237, 264356
1238, 71907
1238, 143003
1239, 125582
1239, 198602
1239, 200436
1241, 72512
1242, 22027
1242, 102051
1243, 39027
1243, 257694
1245, 126625
1245, 162565
1246, 115736
1247, 14442
1247, 247025
1247, 292859
1248, 114578
1249, 138619
1249, 190381
1249, 265581
1250, 48981
1250, 148246
1250, 186258
1251, 33534
1251, 194270
1252, 172235
1252, 265125
1253, 52055
1254, 165402
1256, 34011
1256, 59150
1257, 147164
1260, 106558
1260, 232615
1261, 115485
1261, 163996
1262, 155701
1262, 244958
1263, 33641
1263, 57879
1265, 105602
1265, 161656
1267, 123979
1267, 128283
1267, 177117
1268, 180983
1268, 219639
1269, 78220
1269, 185078
1270, 48293
1270, 84862
1271, 187544
1271, 289149
1273, 44231
1273, 148313
1274, 273228
1274, 273878
1275, 153327
1275, 226408
1277, 197309
1277, 220365
1279, 63427
1283, 47923
1283, 122395
1284, 61708
1284, 110448
1284, 151945
1285, 52698
1285, 61228
1285, 71931
1285, 129185
1286, 38588
1287, 218127
1288, 12450
1288, 246424
1289, 90352
1290, 56680
1290, 119920
1290, 290465
1292, 154350
1293, 291337
1294, 39552
1294, 186714
1295, 173515
1295, 257795
1297, 107816
1297, 153002
1297, 256847
1298, 59108
1298, 138786
1299, 145975
1300, 42911
1300, 125627
1300, 149260
1300, 178559
1301, 117569
1301, 164061
1302, 43085
1302, 116266
1302, 196854
1303, 19542
1303, 264349
1304, 288437
1305, 146445
1305, 188203
1305, 245550
1305, 277374
1307, 224841
1308, 81096
1309, 63151
1309, 157857
1310, 135252
1311, 36589
1312, 61052
1312, 193878
1313, 77308
1314, 23417
1315, 137793
1318, 120543
1318, 160268
1318, 264622
1319, 28239
1319, 184055
1319, 291502
1321, 32544
1321, 182915
1321, 265773
1322, 142216
1322, 282457
1323, 222806
1324, 177544
1324, 228254
1325, 221757
1325, 230189
1328, 62003
1329, 46641
1329, 177937
1330, 265066
1331, 179594
1331, 196300
1332, 62736
1334, 9628
1334, 60262
1334, 208587
1334, 251328
1335, 42623
1335, 109591
1336, 208591
1337, 66201
1338, 2208
1338, 110845
1338, 198458
1338, 293294
1339, 233643
1340, 41776
1340, 193801
1341, 110277
1343, 129898
1343, 265543
1345, 193339
1346, 21104
1347, 126880
1348, 57890
1348, 245740
1349, 25753
1349, 84014
1350, 131234
1350, 195810
1350, 207020
1351, 161064
1351, 288067
1353, 71657
1354, 19355
1354, 57283
1354, 73852
1355, 50943
1355, 78220
1355, 292490
1356, 243661
1358, 85388
1359, 197517
1359, 253491
1361, 158501
1361, 192274
1361, 210491
1362, 169265
1362, 179334
1362, 292845
1363, 17339
1363, 45737
1363, 235700
1365, 227174
1366, 137596
1369, 38344
1369, 89547
1369, 186232
1371, 158986
1371, 291712
1373, 147683
1373, 195276
1373, 204621
1375, 10944
1375, 26064
1375, 204190
1376, 275004
1377, 182755
1377, 235337
1379, 46812
1380, 7456
1380, 169265
1382, 187213
1383, 96484
1383, 103667
1383, 144070
1386, 192700
1387, 77829
1388, 48497
1388, 256955
1388, 262320
1390, 12379
1390, 234090
1390, 255583
1390, 291939
1391, 116785
1392, 232806
1394, 10287
1395, 216558
1395, 252043
1396, 115841
1396, 144589
1397, 42306
1399, 8670
1399, 50152
1400, 109121
1400, 137221
1400, 185231
1402, 116259
1402, 244051
1403, 18373
1403, 84729
1403, 149902
1404, 11299
1406, 28597
1406, 33658
1406, 192650
1407, 161707
1408, 169835
1409, 147264
1410, 234045
1411, 161656
1412, 128804
1412, 192928
1412, 193505
1412, 210066
1413, 142301
1414, 164205
1415, 179264
1419, 38242
1419, 69031
1419, 205430
1420, 53955
1420, 273389
1421, 19284
1421, 253090
1424, 236384
1425, 112108
1426, 54242
1426, 81110
1426, 273143
1427, 154568
1429, 124042
1429, 233474
1429, 266741
1430, 163932
1430, 276180
1431, 199445
1432, 68791
1433, 18086
1433, 236839
1434, 89463
1436, 26695
1436, 65477
1436, 239108
1438, 14879
1438, 196059
1439, 264480
1439, 286310
1440, 182360
1441, 117641
1441, 223030
1443, 43594
1445, 77398
1445, 121068
1446, 61840
1446, 133157
1446, 174221
1447, 257598
1448, 100337
1449, 100278
1450, 55908
1450, 216804
1451, 98673
1452, 160822
1453, 121713
1453, 232795
1453, 239241
1455, 218366
1459, 36761
1461, 68838
1462, 9786
1463, 286914
1464, 229107
1465, 166041
1465, 196357
1466, 54176
1467, 51707
1467, 128966
1467, 272594
1469, 48068
1469, 148119
1469, 208291
1471, 171444
1472, 91045
1472, 109903
1477, 93421
1477, 196203
1478, 118700
1480, 45322
1480, 173447
1481, 31199
1481, 116545
1481, 132559
1482, 228240
1482, 233315
1482, 274347
1485, 214983
1486, 110161
1487, 185020
1488, 141361
1489, 14826
1489, 27340
1490, 200292
1492, 1224
1492, 94626
1493, 158056
1494, 103401
1494, 175310
1495, 50117
1496, 138025
1496, 255555
1497, 140631
1498, 21016
1498, 87481
1500, 16299
1500, 32454
1500, 242404
1501, 67769
1502, 170333
1502, 244874
1502, 290884
1503, 164227
1506, 273978
1507, 93459
1507, 228381
1508, 78419
1512, 87142
1512, 108690
1512, 285351
1513, 226713
1514, 11607
1514, 111522
1516, 72883
1517, 40022
1519, 174836
1520, 226560
1520, 248797
1521, 71464
1525, 132816
1525, 209235
1526, 60769
1526, 217192
1528, 112987
1529, 84087
1529, 196151
1530, 30642
1530, 243661
1531, 231880
1532, 17314
1532, 269763
1534, 66734
1537, 1480
1537, 170738
1538, 65295
1538, 168363
1539, 9241
1539, 193861
1540, 15931
1540, 60676
1540, 64268
1540, 122138
1540, 172235
1540, 200030
1542, 13439
1542, 76621
1542, 242929
1543, 7032
1543, 294352
1544, 196203
1547, 108242
1550, 186168
1551, 10636
1551, 11333
1551, 15314
1552, 10873
1552, 94361
1552, 107651
1553, 148442
1556, 84490
1558, 7772
1558, 162893
1559, 208481
1560, 205054
1560, 220026
1562, 132425
1562, 197431
1563, 76256
1563, 190845
1563, 212199
1563, 260787
1563, 292474
1564, 243248
1565, 97143
1565, 221370
1566, 248103
1567, 56530
1567, 68438
1568, 204523
1568, 225523
1568, 241362
1568, 256680
1569, 24294
1570, 8864
1570, 80498
1573, 192896
1573, 271868
1575, 57993
1578, 11129
1579, 152034
1582, 32900
1582, 147522
1585, 157134
1586, 198499
1587, 20838
1587, 127613
1588, 4003
1588, 240638
1589, 255580
1590, 34558
1590, 94098
1591, 202566
1594, 28876
1594, 191203
1595, 85087
1595, 256541
1595, 269524
1596, 282553
1597, 17131
1598, 156533
1600, 46591
1600, 215189
1600, 221495
1600, 251311
1603, 234967
1605, 25827
1605, 96484
1605, 252886
1606, 205936
1606, 235319
1606, 293796
1607, 17265
1607, 204153
1607, 272908
1608, 17203
1608, 155421
1609, 31451
1609, 207775
1610, 14484
1610, 93380
1610, 237870
1611, 228671
1612, 52068
1612, 163596
1614, 11407
1614, 34020
1615, 12809
1616, 105469
1616, 264938
1617, 101925
1617, 230396
1618, 43427
1619, 1634
1619, 38103
1620, 63244
1620, 285256
1621, 36146
1621, 177324
1622, 217912
1622, 280038
1623, 67804
1624, 45449
1624, 104592
1627, 50653
1629, 281155
1630, 228609
1631, 9530
1631, 14400
1631, 59722
1632, 275662
1632, 292962
1633, 80225
1633, 103214
1633, 103705
1634, 192396
1636, 265349
1637, 65282
1637, 75797
1638, 37254
1639, 174334
1641, 73926
1642, 49863
1642, 259086
1643, 43377
1643, 222475
1644, 192396
1645, 56904
1645, 90789
1647, 102977
1648, 110194
1651, 50055
1651, 50682
1652, 106407
1652, 174836
1655, 108416
1655, 272362
1656, 159284
1657, 19736
1658, 128798
